Start_Time,End_Time,PROGRAM/AD/SONGS,TIMELINE
10:45:20,10:45:51,"AD: RESERVE BANK OF INDIA (RBI), BANKING SERVICES, BANKING & FINANCE, FINANCE",10:45:20-10:45:51
10:45:51,10:46:16,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",10:45:51-10:46:16
10:46:16,10:46:27,"AD: GALAXY HEALTH INSURANCE, HEALTH- INSURANCE, FINANCE-INSURANCE, FINANCE",10:46:16-10:46:27
10:46:27,10:46:48,"AD: LAKSHMI CERAMIC, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",10:46:27-10:46:48
10:46:48,10:47:03,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILES & APPARELS",10:46:48-10:47:03
10:47:03,10:47:19,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",10:47:03-10:47:19
10:47:19,10:47:39,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES, EDUCATION",10:47:19-10:47:39
10:47:39,10:48:25,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",10:47:39-10:48:25
10:48:25,10:48:41,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",10:48:25-10:48:41
10:48:41,10:48:45,JINGLE: RADIO CITY,10:48:41-10:48:45
10:48:45,10:53:16,"SONG: VINVELI NAYAGA, SHRUTI HAASAN & A.R. AMEEN, THUG LIFE, SAREGAMA INDIA LTD, 2025, TAMIL",10:48:45-10:53:16
10:53:16,10:53:21,JINGLE: RADIO CITY,10:53:16-10:53:21
10:53:21,10:54:08,"PROGRAM: TAMIZHODU VELAIYADU, RJ BHARATH",10:53:21-10:54:08
10:54:08,10:54:12,JINGLE: SPONSOR JINGLE,10:54:08-10:54:12
10:54:12,10:54:18,"AD: VGN KENSINGTON TOWERS, REAL ESTATE PROJECTS, PROPERTY-HOUSING, PROPERTY",10:54:12-10:54:18
10:54:18,10:54:23,"AD: DAVA INDIA, GENERIC PHARMACY, PHARMACEUTICALS, HEALTHCARE",10:54:18-10:54:23
10:54:23,10:54:29,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL, HEALTHCARE",10:54:23-10:54:29
10:54:29,10:54:33,"AD: DEEPAM, INCENSE STICKS, SPIRITUAL ESSENTIALS, HOME FURNISHING",10:54:29-10:54:33
10:54:33,10:54:39,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",10:54:33-10:54:39
10:54:39,10:54:44,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",10:54:39-10:54:44
10:54:44,10:54:58,JINGLE: RADIO CITY,10:54:44-10:54:58
10:54:58,10:55:46,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",10:54:58-10:55:46
10:55:46,10:56:26,"AD: APOLLO HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",10:55:46-10:56:26
10:56:26,10:56:52,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",10:56:26-10:56:52
10:56:52,10:57:22,"AD: IFFCO TOKIO, LIFE INSURANCE, FINANCE-INSURANCE, FINANCE",10:56:52-10:57:22
10:57:22,10:57:47,"AD: RAINBOW CHILDREN'S HOSPITAL AND BIRTHRIGHT, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",10:57:22-10:57:47
10:57:47,10:58:07,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",10:57:47-10:58:07
10:58:07,10:58:18,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",10:58:07-10:58:18
10:58:18,10:58:38,"AD: LAKSHMI CERAMIC, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",10:58:18-10:58:38
10:58:38,10:58:48,"AD: GALAXY HEALTH INSURANCE, HEALTH- INSURANCE, FINANCE-INSURANCE, FINANCE",10:58:38-10:58:48
10:58:48,10:59:34,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",10:58:48-10:59:34
10:59:34,10:59:55,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES, EDUCATION",10:59:34-10:59:55
10:59:55,10:59:59,JINGLE: RADIO CITY,10:59:55-10:59:59
11:00:00,11:00:13,JINGLE: RADIO CITY,11:00:00-11:00:13
11:00:13,11:01:13,JINGLE: RADIO CITY SONG,11:00:13-11:01:13
11:01:13,11:04:26,"SONG: VELAGAADHA, KAPIL KAPILAN, LOVER, THINK MUSIC, 2023, TAMIL",11:01:13-11:04:26
11:04:26,11:04:58,JINGLE: RADIO CITY,11:04:26-11:04:58
11:04:58,11:09:02,"SONG: JINGUCHAA, VAISHALI SAMANT & SHAKTHISREE GOPALAN & ADITHYA RK, THUG LIFE, SAREGAMA INDIA LTD, 2025, TAMIL",11:04:58-11:09:02
11:09:02,11:09:45,JINGLE: RADIO CITY,11:09:02-11:09:45
11:09:45,11:12:40,"SONG: SAWADEEKA, ANIRUDH RAVICHANDER & ANTHONY DAASAN, VIDAAMUYARCHI, SONY MUSIC INDIA PVT. LTD, 2024, TAMIL",11:09:45-11:12:40
11:12:40,11:12:44,JINGLE: TIME CHECK,11:12:40-11:12:44
11:12:44,11:12:51,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",11:12:44-11:12:51
11:12:51,11:12:56,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",11:12:51-11:12:56
11:12:56,11:13:01,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS, FMCG",11:12:56-11:13:01
11:13:01,11:13:07,"AD: MANASA, HERBAL HAIR OIL, HAIR CARE, PERSONAL CARE",11:13:01-11:13:07
11:13:07,11:13:12,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:13:07-11:13:12
11:13:12,11:13:17,JINGLE: RADIO CITY,11:13:12-11:13:17
11:13:17,11:13:58,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",11:13:17-11:13:58
11:13:58,11:14:08,"AD: GALAXY HEALTH INSURANCE, HEALTH- INSURANCE, FINANCE-INSURANCE, FINANCE",11:13:58-11:14:08
11:14:08,11:14:24,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",11:14:08-11:14:24
11:14:24,11:14:39,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILES & APPARELS",11:14:24-11:14:39
11:14:39,11:14:50,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:14:39-11:14:50
11:14:50,11:15:00,"AD: PRASHANTH HOSPITALS, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",11:14:50-11:15:00
11:15:00,11:15:11,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:15:00-11:15:11
11:15:11,11:15:41,"AD: IFFCO TOKIO, LIFE INSURANCE, FINANCE-INSURANCE, FINANCE",11:15:11-11:15:41
11:15:41,11:15:52,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:15:41-11:15:52
11:15:52,11:16:02,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",11:15:52-11:16:02
11:16:02,11:16:12,"AD: PRASHANTH HOSPITALS, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",11:16:02-11:16:12
11:16:12,11:16:23,"AD: GALAXY HEALTH INSURANCE, HEALTH- INSURANCE, FINANCE-INSURANCE, FINANCE",11:16:12-11:16:23
11:16:23,11:16:34,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:16:23-11:16:34
11:16:34,11:16:46,JINGLE: RADIO CITY,11:16:34-11:16:46
11:16:46,11:21:06,"SONG: ADIYE UNNA PAATHIDA, SATHYA PRAKASH & VANDANA SRINIVASAN, VETRIVEL, THINK MUSIC, 2016, TAMIL",11:16:46-11:21:06
11:21:06,11:21:33,JINGLE: RADIO CITY,11:21:06-11:21:33
11:21:33,11:25:49,"SONG: DILLUBARU AAJA, SILAMBARASAN TR & SHWETA MOHAN, DIESEL, THIRD EYE ENTERTAINMENT, 2025, TAMIL",11:21:33-11:25:49
11:25:49,11:26:06,JINGLE: RADIO CITY,11:25:49-11:26:06
11:26:06,11:26:54,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",11:26:06-11:26:54
11:26:54,11:27:23,JINGLE: POO VAASAM PURAPPADUM SONG INTRO,11:26:54-11:27:23
11:27:23,11:31:18,"SONG: POO VAASAM PURAPPADUM, VIJAY PRAKASH & SADHANA SARGAM, ANBE SIVAM, LAKSHMI MOVIE MAKERS, 2003, TAMIL",11:27:23-11:31:18
11:31:18,11:31:33,JINGLE: RADIO CITY,11:31:18-11:31:33
11:31:33,11:35:20,"SONG: MAILAANJI, PRADEEP KUMAR & SHREYA GHOSHAL, NAMMA VEETTU PILLAI, SUN PICTURES, 2019, TAMIL",11:31:33-11:35:20
11:35:20,11:37:10,"PROGRAM: PART 2 PREM KUMAR, RJ PREM KUMAR",11:35:20-11:37:10
11:37:10,11:37:17,"AD: FRESHEY'S, CURD, FOOD PRODUCTS, FMCG",11:37:10-11:37:17
11:37:17,11:37:22,"AD: MANASA, PICKLES, FOOD PRODUCTS, FMCG",11:37:17-11:37:22
11:37:22,11:37:28,"AD: RR MOBILES, SMARTPHONE, CONSUMER DURABLES-SMARTPHONE, COSUMER DURABLES",11:37:22-11:37:28
11:37:28,11:37:33,JINGLE: RADIO CITY,11:37:28-11:37:33
11:37:33,11:38:35,"AD: RADIOCITY, PONMAALAI POZHUDHU RJ BHARATH, RADIO, ENTERTAINMENT",11:37:33-11:38:35
11:38:35,11:38:40,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",11:38:35-11:38:40
11:38:40,11:39:36,JINGLE: I'M SCARED SONG INTRO,11:38:40-11:39:36
11:39:36,11:41:09,"SONG: Iâ€™M SCARED, ANIRUDH RAVICHANDER, LEO, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2023, TAMIL",11:39:36-11:41:09
11:41:09,11:41:37,JINGLE: RADIO CITY,11:41:09-11:41:37
11:41:37,11:44:42,"SONG: UYIR PATHIKAAMA, SANTHOSH NARAYANAN, VIJAYNARAIN & ADITYA RAVINDRAN, VAA VAATHIYAAR, THINK MUSIC INDIA, 2025, TAMIL",11:41:37-11:44:42
11:44:42,11:44:57,JINGLE: RADIO CITY,11:44:42-11:44:57
11:44:57,11:48:28,"SONG: URUGI URUGI, ANAND ARAVINDAKSHAN, JOE, SIDDHU KUMAR MUSICALS, 2023, TAMIL",11:44:57-11:48:28
11:48:28,11:49:04,JINGLE: RADIO CITY,11:48:28-11:49:04
11:49:04,11:53:02,"SONG: CHINNA MACHAN, SENTHIL GANESH & RAJALAKSHMI, CHARLIE CHAPLIN 2, SAREGAMA INDIA LTD, 2019, TAMIL",11:49:04-11:53:02
11:53:02,11:53:06,JINGLE: SPONSOR JINGLE,11:53:02-11:53:06
11:53:06,11:53:11,"AD: DAVA INDIA, GENERIC PHARMACY, PHARMACEUTICALS, HEALTHCARE",11:53:06-11:53:11
11:53:11,11:53:18,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL, HEALTHCARE",11:53:11-11:53:18
11:53:18,11:53:23,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",11:53:18-11:53:23
11:53:23,11:53:31,JINGLE: RADIO CITY,11:53:23-11:53:31
11:53:31,11:53:50,"AD: RADIO CITY, CITY BAZAR, RADIO, ENTERTAINMENT",11:53:31-11:53:50
11:53:50,11:54:01,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:53:50-11:54:01
11:54:01,11:54:12,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",11:54:01-11:54:12
11:54:12,11:54:22,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",11:54:12-11:54:22
11:54:22,11:54:26,JINGLE: RADIO CITY,11:54:22-11:54:26
11:54:26,11:54:37,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:54:26-11:54:37
11:54:37,11:54:52,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILES & APPARELS",11:54:37-11:54:52
11:54:52,11:55:03,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",11:54:52-11:55:03
11:55:03,11:55:29,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",11:55:03-11:55:29
11:55:29,11:55:44,JINGLE: RADIO CITY,11:55:29-11:55:44
11:55:44,11:59:44,"SONG: NAA READY, VIJAY & ANIRUDH RAVICHANDER & ASAL KOLAAR, LEO, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2023, TAMIL",11:55:44-11:59:44
11:59:44,11:59:59,JINGLE: RADIO CITY,11:59:44-11:59:59
12:00:00,12:00:50,JINGLE: RADIO CITY,12:00:00-12:00:50
12:00:50,12:03:53,"SONG: KALLOORUM, HARICHARAN & SHWETA MOHAN, VEERA DHEERA SOORAN, THINK MUSIC INDIA), 2025, TAMIL",12:00:50-12:03:53
12:03:53,12:04:15,"AD: RC SWAPPR, PODCASTS & SHOWS APP, DIGITAL MEDIA, ENTERTAINMENT",12:03:53-12:04:15
12:04:15,12:04:38,JINGLE: MAANJA NEE SONG INTRO,12:04:15-12:04:38
12:04:38,12:08:02,"SONG: MAANJA NEE, A.R. RAHMAN & A.R. AMEEN, AYALAAN, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2024, TAMIL",12:04:38-12:08:02
12:08:02,12:08:35,JINGLE: RADIO CITY,12:08:02-12:08:35
12:08:35,12:11:28,"SONG: MAAYA THEERA, ANAL AKASH & PUNYA SELVA, DNA, THINK MUSIC INDIA, 2025, TAMIL",12:08:35-12:11:28
12:11:28,12:11:31,JINGLE: TIME CHECK,12:11:28-12:11:31
12:11:31,12:11:39,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",12:11:31-12:11:39
12:11:39,12:11:44,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",12:11:39-12:11:44
12:11:44,12:11:50,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS, FMCG",12:11:44-12:11:50
12:11:50,12:11:55,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",12:11:50-12:11:55
12:11:55,12:12:00,JINGLE: RADIO CITY,12:11:55-12:12:00
12:12:00,12:12:41,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",12:12:00-12:12:41
12:12:41,12:12:56,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",12:12:41-12:12:56
12:12:56,12:13:21,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",12:12:56-12:13:21
12:13:21,12:13:32,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",12:13:21-12:13:32
12:13:32,12:14:08,JINGLE: RADIO CITY,12:13:32-12:14:08
12:14:08,12:17:12,"SONG: KANAVELLAAM, AMRIT RAMNATH, 3BHK, THINK MUSIC INDIA, 2025, TAMIL",12:14:08-12:17:12
12:17:12,12:17:37,JINGLE: RADIO CITY,12:17:12-12:17:37
12:17:37,12:20:34,"SONG: KAAVAALAA, SHILPA RAO & ANIRUDH RAVICHANDER, JAILER, SUN PICTURES, 2023, TAMIL",12:17:37-12:20:34
12:20:34,12:20:49,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",12:20:34-12:20:49
12:20:49,12:21:09,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",12:20:49-12:21:09
12:21:09,12:21:21,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",12:21:09-12:21:21
12:21:21,12:21:38,JINGLE: RADIO CITY,12:21:21-12:21:38
12:21:38,12:21:57,"AD: RADIO CITY, CITY BAZAR, RADIO, ENTERTAINMENT",12:21:38-12:21:57
12:21:57,12:22:07,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",12:21:57-12:22:07
12:22:07,12:22:18,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",12:22:07-12:22:18
12:22:18,12:22:28,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",12:22:18-12:22:28
12:22:28,12:22:50,JINGLE: RADIO CITY,12:22:28-12:22:50
12:22:50,12:27:14,"SONG: OTTAIYANUM SENJA THARA, HARIHARAN & SRIMATHUMITHA, ARUL, SPI MUSIC, 2004, TAMIL",12:22:50-12:27:14
12:27:14,12:27:50,JINGLE: RADIO CITY,12:27:14-12:27:50
12:27:50,12:31:15,"SONG: KATHARI POOVAZHAGI, VELMURUGAN & RAJALAKSHMI, ASURAN, THINK MUSIC INDIA, 2019, TAMIL",12:27:50-12:31:15
12:31:15,12:33:28,"PROGRAM: PART 2 PREM KUMAR, RJ PREM KUMAR",12:31:15-12:33:28
12:33:28,12:33:35,"AD: FRESHEY'S, CURD, FOOD PRODUCTS, FMCG",12:33:28-12:33:35
12:33:35,12:33:42,"AD: RR MOBILES, SMARTPHONE, CONSUMER DURABLES-SMARTPHONE, COSUMER DURABLES",12:33:35-12:33:42
12:33:42,12:33:46,JINGLE: RADIO CITY,12:33:42-12:33:46
12:33:46,12:33:57,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",12:33:46-12:33:57
12:33:57,12:34:17,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",12:33:57-12:34:17
12:34:17,12:34:32,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",12:34:17-12:34:32
12:34:32,12:35:21,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",12:34:32-12:35:21
12:35:21,12:35:37,JINGLE: RADIO CITY,12:35:21-12:35:37
12:35:37,12:39:20,"SONG: MAAYOONEY, JONITA GANDHI & SEAN ROLDAN, INGA NAAN THAAN KINGU, SAREGAMA INDIA LTD, 2024, TAMIL",12:35:37-12:39:20
12:39:20,12:39:49,JINGLE: RADIO CITY,12:39:20-12:39:49
12:39:49,12:44:00,"SONG: HAIYODI, KAPIL KAPILAN, MR.X, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2025, TAMIL",12:39:49-12:44:00
12:44:00,12:44:24,JINGLE: RADIO CITY,12:44:00-12:44:24
12:44:24,12:47:37,"SONG: JALABULAJANGU, ANIRUDH RAVICHANDER & ROKESH, DON, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2022, TAMIL",12:44:24-12:47:37
12:47:37,12:48:09,JINGLE: RADIO CITY,12:47:37-12:48:09
12:48:09,12:52:46,"SONG: MASCARA, SUPRIYA JOSHI & VIJAY ANTONY, SALIM, SAREGAMA INDIA LTD, 2014, TAMIL",12:48:09-12:52:46
12:52:46,12:53:26,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",12:52:46-12:53:26
12:53:26,12:53:35,JINGLE: RADIO CITY,12:53:26-12:53:35
12:53:35,12:53:40,"AD: DAVA INDIA, GENERIC PHARMACY, PHARMACEUTICALS, HEALTHCARE",12:53:35-12:53:40
12:53:40,12:53:46,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL, HEALTHCARE",12:53:40-12:53:46
12:53:46,12:53:52,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",12:53:46-12:53:52
12:53:52,12:53:56,JINGLE: RADIO CITY,12:53:52-12:53:56
12:53:56,12:54:07,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",12:53:56-12:54:07
12:54:07,12:54:17,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",12:54:07-12:54:17
12:54:17,12:54:27,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",12:54:17-12:54:27
12:54:27,12:54:53,JINGLE: RADIO CITY,12:54:27-12:54:53
12:54:53,12:59:05,"SONG: BABYMA, G.V. PRASHAK KUMAR, SABA NAYAGAN, SAREGAMA INDIA LTD, 2023, TAMIL",12:54:53-12:59:05
12:59:05,12:59:29,JINGLE: RADIO CITY,12:59:05-12:59:29
12:59:29,12:59:59,"SONG: DHEEMA, ANIRUDH RAVICHANDER, LOVE INSURANCE KOMPANY, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2024, TAMIL",12:59:29-12:59:59
13:00:00,13:03:16,"SONG: DHEEMA, ANIRUDH RAVICHANDER, LOVE INSURANCE KOMPANY, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2024, TAMIL",13:00:00-13:03:16
13:03:16,13:04:17,JINGLE: RADIO CITY SONG,13:03:16-13:04:17
13:04:17,13:08:12,"SONG: ORU OORULA RAAJA, SANTHOSH NARAYANAN, VAAZHAI, THINK MUSIC INDIA, 2024, TAMIL",13:04:17-13:08:12
13:08:12,13:08:36,JINGLE: RADIO CITY,13:08:12-13:08:36
13:08:36,13:12:15,"SONG: BADASS, ANIRUDH RAVICHANDER, LEO, SONY MUSIC ENTERTAINMENT INDIA PVT. LTD, 2023, TAMIL",13:08:36-13:12:15
13:12:15,13:12:39,JINGLE: RADIO CITY,13:12:15-13:12:39
13:12:39,13:16:21,"SONG: MUTHTHA MAZHAI , CHINMAYI SRIPADA & SIVA ANANTH, THUG LIFE, SAREGAMA INDIA LTD, 2025, TAMIL",13:12:39-13:16:21
13:16:21,13:16:24,JINGLE: TIME CHECK,13:16:21-13:16:24
13:16:24,13:16:32,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",13:16:24-13:16:32
13:16:32,13:16:37,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",13:16:32-13:16:37
13:16:37,13:16:43,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS, FMCG",13:16:37-13:16:43
13:16:43,13:16:48,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",13:16:43-13:16:48
13:16:48,13:16:53,JINGLE: RADIO CITY,13:16:48-13:16:53
13:16:53,13:17:34,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",13:16:53-13:17:34
13:17:34,13:17:54,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES, EDUCATION",13:17:34-13:17:54
13:17:54,13:18:04,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",13:17:54-13:18:04
13:18:04,13:18:23,"AD: RADIO CITY, CITY BAZAR, RADIO, ENTERTAINMENT",13:18:04-13:18:23
13:18:23,13:18:34,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",13:18:23-13:18:34
13:18:34,13:18:44,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",13:18:34-13:18:44
13:18:44,13:18:55,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",13:18:44-13:18:55
13:18:55,13:19:07,JINGLE: RADIO CITY,13:18:55-13:19:07
13:19:07,13:22:59,"SONG: MADURAIKKU POGATHADEE, BENNY DAYAL & ARCHITH & DARSHANA KT, AZHAGIYA TAMIL MAGAN, SAREGAMA INDIA LTD (AUDIO RIGHTS), 2007, TAMIL",13:19:07-13:22:59
13:22:59,13:23:18,JINGLE: RADIO CITY,13:22:59-13:23:18
13:23:18,13:26:58,"SONG: MELLALI MELLALI, PRADEEP KUMAR & AISHWERYA RADHAKRISHNAN, AKKENAM, A & P GROUPS, 2025, TAMIL",13:23:18-13:26:58
13:26:58,13:27:06,JINGLE: RADIO CITY,13:26:58-13:27:06
13:27:06,13:27:26,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",13:27:06-13:27:26
13:27:26,13:27:37,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",13:27:26-13:27:37
13:27:37,13:27:52,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",13:27:37-13:27:52
13:27:52,13:28:21,JINGLE: RADIO CITY,13:27:52-13:28:21
13:28:21,13:31:48,"SONG: ORU ARAI UNATHU, YAZIN NIZAR & SANAH MOIDUTTY, MAARA, THINK MUSIC INDIA, 2021, TAMIL",13:28:21-13:31:48
13:31:48,13:32:03,JINGLE: RADIO CITY,13:31:48-13:32:03
13:32:03,13:36:29,"SONG: SIRUKKI VAASAM, SANTHOSH NARAYANAN & ANAND ARAVINDAKSHAN & SHWETA MOHAN, KODI, TAMIL",13:32:03-13:36:29
13:36:29,13:37:26,"AD: RADIO CITY, ENTRENDRUM KONDADUM BY RJ MUNNAH , RADIO, ENTERTAINMENT",13:36:29-13:37:26
13:37:26,13:39:12,"PROGRAM: PART 2 PREM KUMAR, RJ PREM KUMAR",13:37:26-13:39:12
13:39:12,13:39:19,"AD: FRESHEY'S, CURD, FOOD PRODUCTS, FMCG",13:39:12-13:39:19
13:39:19,13:39:26,"AD: RR MOBILES, SMARTPHONE, CONSUMER DURABLES-SMARTPHONE, COSUMER DURABLES",13:39:19-13:39:26
13:39:26,13:39:30,JINGLE: RADIO CITY,13:39:26-13:39:30
13:39:30,13:40:00,"AD: RESERVE BANK OF INDIA (RBI), BANKING SERVICES, BANKING & FINANCE, FINANCE",13:39:30-13:40:00
13:40:00,13:40:10,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",13:40:00-13:40:10
13:40:10,13:40:26,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",13:40:10-13:40:26
13:40:26,13:40:48,JINGLE: RADIO CITY,13:40:26-13:40:48
