Start_Time,End_Time,PROGRAM/AD/SONGS,TIMELINE
08:32:35,08:33:14,"AD: APOLLO HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",08:32:35-08:33:14
08:33:14,08:33:30,"AD: THE EYE FOUNDATION, EYE CARE HOSPITAL, SERVICES - MEDICAL, HEALTHCARE",08:33:14-08:33:30
08:33:30,08:33:42,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",08:33:30-08:33:42
08:33:42,08:34:27,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",08:33:42-08:34:27
08:34:27,08:34:31,JINGLE: RADIO CITY,08:34:27-08:34:31
08:34:31,08:34:37,JINGLE: THAAI KELAVI SONG INTRO,08:34:31-08:34:37
08:34:37,08:37:55,"SONG: THAAI KELAVI, DHANUSH & ANIRUDH RAVICHANDER, THIRUCHITRAMBALAM, SUN PICTURES, 2022, TAMIL",08:34:37-08:37:55
08:37:55,08:38:03,JINGLE: RADIO CITY,08:37:55-08:38:03
08:38:03,08:38:21,JINGLE: KANAVELLAM SONG INTRO,08:38:03-08:38:21
08:38:21,08:41:26,"SONG: KANAVELLAM, AMRIT RAMNATH & ANANTHU & KALYANI NAIR & UTHARA UNNIKRISHNAN, 3BHK, THINK MUSIC, 2025, TAMIL",08:38:21-08:41:26
08:41:26,08:41:31,JINGLE: RADIO CITY,08:41:26-08:41:31
08:41:31,08:42:16,"PROGRAM: THAMIZHODU VILAIYADU, RJ BHARATH",08:41:31-08:42:16
08:42:16,08:42:21,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",08:42:16-08:42:21
08:42:21,08:42:26,JINGLE: RADIO CITY,08:42:21-08:42:26
08:42:26,08:42:29,JINGLE: RADIO CITY TIME CHECK,08:42:26-08:42:29
08:42:29,08:42:36,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",08:42:29-08:42:36
08:42:36,08:42:42,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",08:42:36-08:42:42
08:42:42,08:42:47,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS, FMCG",08:42:42-08:42:47
08:42:47,08:42:53,"AD: MANASA, HERBAL HAIR OIL, HAIR CARE, PERSONAL CARE",08:42:47-08:42:53
08:42:53,08:42:58,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",08:42:53-08:42:58
08:42:58,08:43:03,JINGLE: RADIO CITY,08:42:58-08:43:03
08:43:03,08:43:15,JINGLE: CHELLAKILI SONG INTRO,08:43:03-08:43:15
08:43:15,08:47:23,"SONG: CHELLAKILI, BARATH DHANASEKAR & ADITHYA RK & VIJAY ANTHONY, ROMEO, THINK MUSIC, 2024, TAMIL",08:43:15-08:47:23
08:47:23,08:47:31,JINGLE: RADIO CITY,08:47:23-08:47:31
08:47:31,08:48:23,"AD: RC SWAPPR, PODCASTS & SHOWS APP, DIGITAL MEDIA, ENTERTAINMENT",08:47:31-08:48:23
08:48:23,08:48:49,"AD: RAINBOW CHILDREN'S HOSPITAL AND BIRTHRIGHT, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",08:48:23-08:48:49
08:48:49,08:48:59,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",08:48:49-08:48:59
08:48:59,08:49:15,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILES & APPARELS",08:48:59-08:49:15
08:49:15,08:50:00,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",08:49:15-08:50:00
08:50:00,08:50:10,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",08:50:00-08:50:10
08:50:10,08:50:45,"AD: AVR SWARNA MAHAL, GOLD AND DIAMOND JEWELLERY, ACCESSORIES - JEWELLERY, ACCESSORIES",08:50:10-08:50:45
08:50:45,08:50:49,JINGLE: RADIO CITY,08:50:45-08:50:49
08:50:49,08:50:58,JINGLE: RADIO CITY,08:50:49-08:50:58
08:50:58,08:51:10,JINGLE: YAAYUM SONG INTRO,08:50:58-08:51:10
08:51:10,08:55:41,"SONG: YAAYUM, NARESH IYER & RITA THYAGARAJAN, SAGAA, THINK MUSIC, 2016, TAMIL",08:51:10-08:55:41
08:55:41,08:55:48,JINGLE: RADIO CITY,08:55:41-08:55:48
08:55:48,08:58:02,"PROGRAM: THAMIZHODU VILAIYADU, RJ BHARATH",08:55:48-08:58:02
08:58:02,08:58:07,JINGLE: SPONSOR JINGLE,08:58:02-08:58:07
08:58:07,08:58:12,"AD: VGN RICHMOND TOWERS, REAL ESTATE PROJECTS, PROPERTY-HOUSING, PROPERTY",08:58:07-08:58:12
08:58:12,08:58:17,"AD: DAVA INDIA, GENERIC PHARMACY, PHARMACEUTICALS, HEALTHCARE",08:58:12-08:58:17
08:58:17,08:58:23,"AD: THE EYE FOUNDATION, EYE CARE HOSPITAL, SERVICES - MEDICAL, HEALTHCARE",08:58:17-08:58:23
08:58:23,08:58:28,"AD: DEEPAM, INCENSE STICKS, SPIRITUAL ESSENTIALS, HOME FURNISHING",08:58:23-08:58:28
08:58:28,08:58:34,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",08:58:28-08:58:34
08:58:34,08:58:38,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",08:58:34-08:58:38
08:58:38,08:58:44,JINGLE: RADIO CITY,08:58:38-08:58:44
08:58:44,08:59:33,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",08:58:44-08:59:33
08:59:33,08:59:59,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",08:59:33-08:59:59
09:00:00,09:00:18,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",09:00:00-09:00:18
09:00:18,09:00:28,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",09:00:18-09:00:28
09:00:28,09:00:45,"AD: THE EYE FOUNDATION, EYE CARE HOSPITAL, SERVICES - MEDICAL, HEALTHCARE",09:00:28-09:00:45
09:00:45,09:01:30,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:00:45-09:01:30
09:01:30,09:01:50,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES, EDUCATION",09:01:30-09:01:50
09:01:50,09:02:30,"AD: APOLLO HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:01:50-09:02:30
09:02:30,09:02:37,JINGLE: RADIO CITY,09:02:30-09:02:37
09:02:37,09:03:32,JINGLE: RADIO CITY 91.1 FM SONG,09:02:37-09:03:32
09:03:32,09:03:35,JINGLE: RADIO CITY,09:03:32-09:03:35
09:03:35,09:03:43,JINGLE: PONNI NADHI SONG INTRO,09:03:35-09:03:43
09:03:43,09:07:47,"SONG: PONNI NADHI, AR RAHMAN & AR RAIHANAH & BAMBA BAKYA, PONNIYIN SELVAN, TIPS INDUSTRIES LTD, 2022, TAMIL",09:03:43-09:07:47
09:07:47,09:07:51,JINGLE: RADIO CITY,09:07:47-09:07:51
09:07:51,09:08:11,JINGLE: MUGAI MAZHAI SONG INTRO,09:07:51-09:08:11
09:08:11,09:11:36,"SONG: MUGAI MAZHAI, SEAN ROLDAN & SAINDHAVI & MOHAN RAJAN, TOURIST FAMILY, THINK MUSIC, 2025, TAMIL",09:08:11-09:11:36
09:11:36,09:11:40,JINGLE: RADIO CITY,09:11:36-09:11:40
09:11:40,09:13:34,"PROGRAM: THAMIZHODU VILAIYADU, RJ BHARATH",09:11:40-09:13:34
09:13:34,09:15:34,"PROGRAM: PART 2 PREM KUMAR, RJ PREM KUMAR",09:13:34-09:15:34
09:15:34,09:15:40,JINGLE: RADIO CITY,09:15:34-09:15:40
09:15:40,09:15:47,"AD: FRESHEY'S, CURD, FOOD PRODUCTS, FMCG",09:15:40-09:15:47
09:15:47,09:15:52,"AD: MANASA, PICKLES, FOOD PRODUCTS, FMCG",09:15:47-09:15:52
09:15:52,09:15:58,"AD: RR MOBILES, SMARTPHONE, CONSUMER DURABLES-SMARTPHONE, COSUMER DURABLES",09:15:52-09:15:58
09:15:58,09:16:02,JINGLE: RADIO CITY,09:15:58-09:16:02
09:16:02,09:16:11,JINGLE: RADIO CITY,09:16:02-09:16:11
09:16:11,09:16:52,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",09:16:11-09:16:52
09:16:52,09:17:43,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:16:52-09:17:43
09:17:43,09:18:13,"AD: IFFCO TOKIO, LIFE INSURANCE, FINANCE-INSURANCE, FINANCE",09:17:43-09:18:13
09:18:13,09:18:34,"AD: DR.MGR JANAKI COLLEGE OF ARTS AND SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",09:18:13-09:18:34
09:18:34,09:18:56,"AD: LAKSHMI CERAMIC, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",09:18:34-09:18:56
09:18:56,09:19:06,"AD: PRASHANTH HOSPITALS, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",09:18:56-09:19:06
09:19:06,09:19:23,"AD: THE EYE FOUNDATION, EYE CARE HOSPITAL, SERVICES - MEDICAL, HEALTHCARE",09:19:06-09:19:23
09:19:23,09:19:34,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",09:19:23-09:19:34
09:19:34,09:20:19,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",09:19:34-09:20:19
09:20:19,09:21:06,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:20:19-09:21:06
09:21:06,09:21:54,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",09:21:06-09:21:54
09:21:54,09:22:00,JINGLE: RADIO CITY TRAFFIC UPDATE,09:21:54-09:22:00
09:22:00,09:22:07,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",09:22:00-09:22:07
09:22:07,09:22:13,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",09:22:07-09:22:13
09:22:13,09:22:21,"AD: FRESHEY'S, PANEER, FOOD PRODUCTS, FMCG",09:22:13-09:22:21
09:22:21,09:22:26,"AD: MANASA, SPICES, FOOD PRODUCTS, FMCG",09:22:21-09:22:26
09:22:26,09:22:30,JINGLE: RADIO CITY,09:22:26-09:22:30
09:22:30,09:23:20,"PROGRAM: TRAFFIC UPDATE, RJ BHARATH",09:22:30-09:23:20
09:23:20,09:23:31,JINGLE: MELLALI MELLALI SONG INTRO,09:23:20-09:23:31
09:23:31,09:27:10,"SONG: MELLALI MELLALI, BARATH VEERARAGHAVAN & KARTHIK NETHA & PRADEEP KUMAR & AISHWERYA RADHAKRISHNAN, AKKENAM, DIVO TV PVT LTD, 2025, TAMIL",09:23:31-09:27:10
09:27:10,09:27:21,JINGLE: RADIO CITY,09:27:10-09:27:21
09:27:21,09:27:29,JINGLE: RADIO CITY,09:27:21-09:27:29
09:27:29,09:28:31,"AD: RADIO CITY, PONMALAI POZHUDHU SHOW, RADIO, ENTERTAINMENT",09:27:29-09:28:31
09:28:31,09:28:36,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",09:28:31-09:28:36
09:28:36,09:28:40,JINGLE: RADIO CITY,09:28:36-09:28:40
09:28:40,09:29:06,"AD: RAINBOW CHILDREN'S HOSPITAL AND BIRTHRIGHT, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",09:28:40-09:29:06
09:29:06,09:29:51,"AD: FSSAI, EAT RIGHT INDIA, PUBLIC SERVICE ADS, PUBLIC INTEREST",09:29:06-09:29:51
09:29:51,09:30:21,"AD: RESERVE BANK OF INDIA (RBI), BANKING SERVICES, BANKING & FINANCE, FINANCE",09:29:51-09:30:21
09:30:21,09:30:56,"AD: LIC, LIC LIFE INSURANCE, FINANCE-INSURANCE, FINANCE",09:30:21-09:30:56
09:30:56,09:31:06,"AD: PRASHANTH HOSPITALS, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",09:30:56-09:31:06
09:31:06,09:31:17,"AD: GALAXY HEALTH INSURANCE, HEALTH- INSURANCE, FINANCE-INSURANCE, FINANCE",09:31:06-09:31:17
09:31:17,09:31:38,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",09:31:17-09:31:38
09:31:38,09:32:08,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:31:38-09:32:08
09:32:08,09:32:48,"AD: APOLLO HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:32:08-09:32:48
09:32:48,09:33:05,"AD: THE EYE FOUNDATION, EYE CARE HOSPITAL, SERVICES - MEDICAL, HEALTHCARE",09:32:48-09:33:05
09:33:05,09:33:44,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:33:05-09:33:44
09:33:44,09:34:06,"AD: LAKSHMI CERAMIC, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",09:33:44-09:34:06
09:34:06,09:34:46,"AD: APOLLO HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:34:06-09:34:46
09:34:46,09:35:17,"AD: IFFCO TOKIO, LIFE INSURANCE, FINANCE-INSURANCE, FINANCE",09:34:46-09:35:17
09:35:17,09:36:02,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",09:35:17-09:36:02
09:36:02,09:36:12,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",09:36:02-09:36:12
09:36:12,09:36:43,"AD: RAINBOW CHILDREN'S HOSPITAL AND BIRTHRIGHT, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",09:36:12-09:36:43
09:36:43,09:37:09,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",09:36:43-09:37:09
09:37:09,09:37:22,JINGLE: RADIO CITY,09:37:09-09:37:22
09:37:22,09:37:29,JINGLE: BULLET SONG INTRO,09:37:22-09:37:29
09:37:29,09:41:11,"SONG: BULLET SONG, DSP & HARIPRIYA & SILAMBARASAN TR, THE WARRIOR, ADITYA MUSIC, 2022, TAMIL",09:37:29-09:41:11
09:41:11,09:41:15,JINGLE: RADIO CITY,09:41:11-09:41:15
09:41:15,09:41:22,JINGLE: DHEEMA DHEEMA SONG INTRO,09:41:15-09:41:22
09:41:22,09:45:09,"SONG: DHEEMA DHEEMA, ANIRUDH RAVICHANDER, LOVE INSURANCE KOMPANY, SONY MUSIC ENTERTAINMENT INDIA PVT LTD, 2024, TAMIL",09:41:22-09:45:09
09:45:09,09:47:29,"PROGRAM: THAMIZHODU VILAIYADU, RJ BHARATH",09:45:09-09:47:29
09:47:29,09:47:32,JINGLE: RADIO CITY TIME CHECK,09:47:29-09:47:32
09:47:32,09:47:40,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",09:47:32-09:47:40
09:47:40,09:47:45,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",09:47:40-09:47:45
09:47:45,09:47:50,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS, FMCG",09:47:45-09:47:50
09:47:50,09:47:56,"AD: MANASA, HERBAL HAIR OIL, HAIR CARE, PERSONAL CARE",09:47:50-09:47:56
09:47:56,09:48:01,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",09:47:56-09:48:01
09:48:01,09:48:05,JINGLE: RADIO CITY,09:48:01-09:48:05
09:48:05,09:48:14,JINGLE: RADIO CITY,09:48:05-09:48:14
09:48:14,09:49:06,"AD: RC SWAPPR, PODCASTS & SHOWS APP, DIGITAL MEDIA, ENTERTAINMENT",09:48:14-09:49:06
09:49:06,09:49:17,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",09:49:06-09:49:17
09:49:17,09:49:37,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",09:49:17-09:49:37
09:49:37,09:49:58,"AD: DR.MGR JANAKI COLLEGE OF ARTS AND SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",09:49:37-09:49:58
09:49:58,09:50:43,"AD: FSSAI, EAT RIGHT INDIA, PUBLIC SERVICE ADS, PUBLIC INTEREST",09:49:58-09:50:43
09:50:43,09:51:03,"AD: LAKSHMI CERAMIC, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",09:50:43-09:51:03
09:51:03,09:51:24,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES, EDUCATION",09:51:03-09:51:24
09:51:24,09:52:09,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",09:51:24-09:52:09
09:52:09,09:52:13,JINGLE: RADIO CITY,09:52:09-09:52:13
09:52:13,09:52:26,JINGLE: BOOMI ENNA SUTHUDHE SONG INTRO,09:52:13-09:52:26
09:52:26,09:55:54,"SONG: BOOMI ENNA SUTHUDHE, ANIRUDH RAVICHANDER, ETHIR NEECHAL, SONY MUSIC ENTERTAINMENT INDIA PVT LTD, 2012, TAMIL",09:52:26-09:55:54
09:55:54,09:55:57,JINGLE: RADIO CITY,09:55:54-09:55:57
09:55:57,09:56:13,JINGLE: ARUVADAI SONG INTRO,09:55:57-09:56:13
09:56:13,09:58:42,"SONG: ARUVADAI, GV PRAKASH KUMAR & VIKRAM & SINDHURI VISHAL & MATHICHIYAM BALA & SUGANTHI & UMA DEVI, THANGALAAN, TIMES MUSIC, 2024, TAMIL",09:56:13-09:58:42
09:58:42,09:58:45,JINGLE: RADIO CITY,09:58:42-09:58:45
09:58:45,09:59:59,"PROGRAM: THAMIZHODU VILAIYADU, RJ BHARATH",09:58:45-09:59:59
10:00:00,10:00:04,"AD: RADIO CITY, GOOD MORNING BY RJ BHARATH, RADIO, ENTERTAINMENT",10:00:00-10:00:04
10:00:04,10:00:52,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",10:00:04-10:00:52
10:00:52,10:01:03,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",10:00:52-10:01:03
10:01:03,10:01:49,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",10:01:03-10:01:49
10:01:49,10:02:24,"AD: AVR SWARNA MAHAL, GOLD AND DIAMOND JEWELLERY, ACCESSORIES - JEWELLERY, ACCESSORIES",10:01:49-10:02:24
10:02:24,10:02:54,"AD: RAINBOW CHILDREN'S HOSPITAL AND BIRTHRIGHT, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",10:02:24-10:02:54
10:02:54,10:03:25,"AD: RESERVE BANK OF INDIA (RBI), BANKING SERVICES, BANKING & FINANCE, FINANCE",10:02:54-10:03:25
10:03:25,10:03:55,"AD: INDIAN NAVY, VACANCIES OPEN - SAILORS & OFFICERS, PUBLIC SERVICES AD, PUBLIC INTEREST",10:03:25-10:03:55
10:03:55,10:04:00,JINGLE: RADIO CITY,10:03:55-10:04:00
10:04:00,10:05:13,JINGLE: RADIO CITY SONG,10:04:00-10:05:13
10:05:13,10:08:35,"SONG: JODI PORUTHAM, LAKSHMIKANTH M, AANPAAVAM POLLATHATHU, SAREGAMA, 2025, TAMIL",10:05:13-10:08:35
10:08:35,10:09:04,JINGLE: RADIO CITY,10:08:35-10:09:04
10:09:04,10:12:36,"SONG: THARANGINI, SARTHAK KALYANI & MIRA SENGUPTA, COBRA, SONY MUSIC INDIA PVT. LTD, 2022, TAMIL",10:09:04-10:12:36
10:12:36,10:13:30,"PROGRAM: TAMIZHODU VELAIYADU, RJ BHARATH",10:12:36-10:13:30
10:13:30,10:15:31,"PROGRAM: PART 2 PREM KUMAR, RJ PREM KUMAR",10:13:30-10:15:31
10:15:31,10:15:38,"AD: FRESHEY'S, CURD, FOOD PRODUCTS, FMCG",10:15:31-10:15:38
10:15:38,10:15:43,"AD: MANASA, PICKLES, FOOD PRODUCTS, FMCG",10:15:38-10:15:43
10:15:43,10:15:49,"AD: RR MOBILES, SMARTPHONE, CONSUMER DURABLES-SMARTPHONE, COSUMER DURABLES",10:15:43-10:15:49
10:15:49,10:16:02,JINGLE: RADIO CITY,10:15:49-10:16:02
10:16:02,10:16:43,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",10:16:02-10:16:43
10:16:43,10:16:54,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",10:16:43-10:16:54
10:16:54,10:17:35,"AD: APOLLO HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",10:16:54-10:17:35
10:17:35,10:18:20,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",10:17:35-10:18:20
10:18:20,10:18:31,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",10:18:20-10:18:31
10:18:31,10:18:47,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL, HEALTHCARE",10:18:31-10:18:47
10:18:47,10:19:13,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",10:18:47-10:19:13
10:19:13,10:19:19,"AD: RADIO CITY, TRAFFIC UPDATE, RADIO, ENTERTAINMENT",10:19:13-10:19:19
10:19:19,10:19:27,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",10:19:19-10:19:27
10:19:27,10:19:32,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",10:19:27-10:19:32
10:19:32,10:19:40,"AD: FRESHEY'S, PANEER, FOOD PRODUCTS, FMCG",10:19:32-10:19:40
10:19:40,10:19:45,"AD: MANASA, SPICES, CONFECTIONARY, FMCG",10:19:40-10:19:45
10:19:45,10:19:50,JINGLE: RADIO CITY,10:19:45-10:19:50
10:19:50,10:20:26,"PROGRAM: TRAFFIC UPDATE, RJ BHARATH",10:19:50-10:20:26
10:20:26,10:23:36,"SONG: YEDI, DHANUSH & JONITA GANDHI, NILAVUKU EN MEL ENNADI KOBAM, WUNDERBAR FILMS, 2024, TAMIL",10:20:26-10:23:36
10:23:36,10:24:04,JINGLE: RADIO CITY SONG,10:23:36-10:24:04
10:24:04,10:27:51,"SONG: KALASALA KALASALA, L.R. ESWARI, OSTHE, SONY MUSIC INDIA PVT. LTD, 2011, TAMIL",10:24:04-10:27:51
10:27:51,10:30:02,"PROGRAM: TAMIZHODU VELAIYADU, RJ BHARATH",10:27:51-10:30:02
10:30:02,10:30:07,JINGLE: RADIO CITY,10:30:02-10:30:07
10:30:07,10:30:38,"AD: INDIAN NAVY, VACANCIES OPEN - SAILORS & OFFICERS, PUBLIC SERVICES AD, PUBLIC INTEREST",10:30:07-10:30:38
10:30:38,10:30:58,"AD: DR.MGR JANAKI COLLEGE OF ARTS AND SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",10:30:38-10:30:58
10:30:58,10:31:21,"AD: LAKSHMI CERAMIC, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",10:30:58-10:31:21
10:31:21,10:32:06,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",10:31:21-10:32:06
10:32:06,10:32:37,"AD: RAINBOW CHILDREN'S HOSPITAL AND BIRTHRIGHT, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",10:32:06-10:32:37
10:32:37,10:32:47,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",10:32:37-10:32:47
10:32:47,10:32:58,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",10:32:47-10:32:58
10:32:58,10:33:08,"AD: GALAXY HEALTH INSURANCE, HEALTH- INSURANCE, FINANCE-INSURANCE, FINANCE",10:32:58-10:33:08
10:33:08,10:33:34,JINGLE: RADIO CITY,10:33:08-10:33:34
10:33:34,10:36:13,"SONG: NATCHATHIRA, PRIYA MALI & ABHISHEK SURESH, OHO ENTHAN BABY, THINK MUSIC, 2025, TAMIL",10:33:34-10:36:13
10:36:13,10:36:27,JINGLE: RADIO CITY,10:36:13-10:36:27
10:36:27,10:39:43,"SONG: UYIREY, NAKUL ABHYANKAR & RAMYA BHATT ABHYANKAR, AMARAN, SAREGAMA TAMIL, 2024, TAMIL",10:36:27-10:39:43
10:39:43,10:41:30,"PROGRAM: TAMIZHODU VELAIYADU, RJ BHARATH",10:39:43-10:41:30
10:41:30,10:41:38,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",10:41:30-10:41:38
10:41:38,10:41:43,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",10:41:38-10:41:43
10:41:43,10:41:49,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS, FMCG",10:41:43-10:41:49
10:41:49,10:41:54,"AD: MANASA, HERBAL HAIR OIL, HAIR CARE, PERSONAL CARE",10:41:49-10:41:54
10:41:54,10:42:00,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",10:41:54-10:42:00
10:42:00,10:42:05,JINGLE: RADIO CITY,10:42:00-10:42:05
10:42:05,10:42:53,"AD: RADIO CITY, LOVE SHOT BY LOVE GURU, RADIO, ENTERTAINMENT",10:42:05-10:42:53
10:42:53,10:42:58,JINGLE: RADIO CITY,10:42:53-10:42:58
10:42:58,10:43:08,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES, EDUCATION",10:42:58-10:43:08
10:43:08,10:43:29,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",10:43:08-10:43:29
10:43:29,10:43:39,"AD: PRASHANTH HOSPITALS, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",10:43:29-10:43:39
10:43:39,10:44:10,"AD: IFFCO TOKIO, LIFE INSURANCE, FINANCE-INSURANCE, FINANCE",10:43:39-10:44:10
10:44:10,10:44:55,"AD: FSSAI, EAT RIGHT INDIA, PUBLIC SERVICE ADS, PUBLIC INTEREST",10:44:10-10:44:55
10:44:55,10:45:20,"AD: RAINBOW CHILDREN'S HOSPITAL AND BIRTHRIGHT, HOSPITAL SERVICES, SERVICES-MEDICAL, HEALTHCARE",10:44:55-10:45:20
